iteration,timestamp,nvehicles,ntripupdates,what,wall,cpu
651,1567031135,689,473,"writing ETAs to protobuf feed",351.578,358.595
652,1567031166,683,470,"loading vehicle positions",38.1739,18.373
652,1567031166,683,470,"updating vehicle information",3.08755,3.087
652,1567031166,683,470,"updating vehicle states",3867.72,10387
652,1567031166,683,470,"updating network state",0.538636,1.615
652,1567031166,683,470,"predicting ETAs",1169.15,3055
652,1567031166,683,470,"writing ETAs to protobuf feed",337.992,348.161
653,1567031195,678,473,"loading vehicle positions",24.7854,15.774
653,1567031195,678,473,"updating vehicle information",3.06621,2.995
653,1567031195,678,473,"updating vehicle states",3517.31,9094.21
653,1567031195,678,473,"updating network state",0.517013,1.551
653,1567031195,678,473,"predicting ETAs",1243.46,2857.13
653,1567031195,678,473,"writing ETAs to protobuf feed",329.17,347.721
654,1567031226,674,466,"loading vehicle positions",31.2231,21.956
654,1567031226,674,466,"updating vehicle information",3.27974,3.251
654,1567031226,674,466,"updating vehicle states",4153.31,9956.79
654,1567031226,674,466,"updating network state",0.52404,1.572
654,1567031226,674,466,"predicting ETAs",1412.99,3044.79
654,1567031226,674,466,"writing ETAs to protobuf feed",315.207,337.663
655,1567031257,677,467,"loading vehicle positions",24.6209,15.504
655,1567031257,677,467,"updating vehicle information",2.87981,2.879
655,1567031257,677,467,"updating vehicle states",3334.27,9565.28
655,1567031257,677,467,"updating network state",0.520785,1.07
655,1567031257,677,467,"predicting ETAs",1418.27,3354.87
655,1567031257,677,467,"writing ETAs to protobuf feed",319.371,339.94
656,1567031286,680,462,"loading vehicle positions",26.0705,16.698
656,1567031286,680,462,"updating vehicle information",2.87836,2.878
656,1567031286,680,462,"updating vehicle states",3753.59,9679.21
656,1567031286,680,462,"updating network state",0.504294,1.513
656,1567031286,680,462,"predicting ETAs",1550.59,2754.03
656,1567031286,680,462,"writing ETAs to protobuf feed",326.164,341.582
657,1567031317,678,458,"loading vehicle positions",23.6678,14.411
657,1567031317,678,458,"updating vehicle information",3.00472,3.004
657,1567031317,678,458,"updating vehicle states",3756.55,9558.74
657,1567031317,678,458,"updating network state",0.528773,1.285
657,1567031317,678,458,"predicting ETAs",1580.94,3436.3
657,1567031317,678,458,"writing ETAs to protobuf feed",317.918,335.815
658,1567031346,681,461,"loading vehicle positions",26.1548,16.982
658,1567031346,681,461,"updating vehicle information",3.10324,3.102
658,1567031346,681,461,"updating vehicle states",3554.75,8856.88
658,1567031346,681,461,"updating network state",0.506599,1.519
658,1567031346,681,461,"predicting ETAs",6829.65,9180.63
658,1567031346,681,461,"writing ETAs to protobuf feed",313.605,336.313
659,1567031375,680,461,"loading vehicle positions",22.6802,13.018
659,1567031375,680,461,"updating vehicle information",2.99193,2.992
659,1567031375,680,461,"updating vehicle states",3342.62,8786.5
659,1567031375,680,461,"updating network state",0.599088,1.515
659,1567031375,680,461,"predicting ETAs",1023.43,2668.4
659,1567031375,680,461,"writing ETAs to protobuf feed",327.467,349.867
660,1567031404,679,457,"loading vehicle positions",23.9575,14.964
660,1567031404,679,457,"updating vehicle information",2.9723,2.972
660,1567031404,679,457,"updating vehicle states",3386.81,9558.26
660,1567031404,679,457,"updating network state",0.566007,1.682
660,1567031404,679,457,"predicting ETAs",1263.58,2948.04
660,1567031404,679,457,"writing ETAs to protobuf feed",317.626,338.181
661,1567031436,678,469,"loading vehicle positions",26.0725,16.439
661,1567031436,678,469,"updating vehicle information",2.91559,2.916
661,1567031436,678,469,"updating vehicle states",3520.08,9339.31
661,1567031436,678,469,"updating network state",0.501917,1.004
661,1567031436,678,469,"predicting ETAs",1540.68,3460.5
661,1567031436,678,469,"writing ETAs to protobuf feed",320.499,343.19
662,1567031464,680,468,"loading vehicle positions",25.4233,15.859
662,1567031464,680,468,"updating vehicle information",3.38084,3.38
662,1567031464,680,468,"updating vehicle states",3691.44,9781.7
662,1567031464,680,468,"updating network state",0.505303,1.516
662,1567031464,680,468,"predicting ETAs",1735.61,3571.07
662,1567031464,680,468,"writing ETAs to protobuf feed",332.13,348.614
663,1567031495,678,467,"loading vehicle positions",25.6116,16.291
663,1567031495,678,467,"updating vehicle information",3.07847,3.078
663,1567031495,678,467,"updating vehicle states",3867.77,9981.28
663,1567031495,678,467,"updating network state",0.991526,1.605
663,1567031495,678,467,"predicting ETAs",1122.82,2889.24
663,1567031495,678,467,"writing ETAs to protobuf feed",340.445,362.001
664,1567031525,675,470,"loading vehicle positions",31.3762,21.903
664,1567031525,675,470,"updating vehicle information",4.17675,3.788
664,1567031525,675,470,"updating vehicle states",3702.14,9509.51
664,1567031525,675,470,"updating network state",0.542206,1.626
664,1567031525,675,470,"predicting ETAs",1335.69,3085.75
664,1567031525,675,470,"writing ETAs to protobuf feed",332.367,354.475
665,1567031556,672,468,"loading vehicle positions",26.4948,16.85
665,1567031556,672,468,"updating vehicle information",2.89209,2.892
665,1567031556,672,468,"updating vehicle states",3993,9628.5
665,1567031556,672,468,"updating network state",0.500004,1.5
665,1567031556,672,468,"predicting ETAs",1076.6,2664.64
665,1567031556,672,468,"writing ETAs to protobuf feed",337.721,357.827
666,1567031586,680,467,"loading vehicle positions",29.0401,20.04
666,1567031586,680,467,"updating vehicle information",3.71316,3.712
666,1567031586,680,467,"updating vehicle states",3715.1,9454.95
666,1567031586,680,467,"updating network state",0.534518,1.603
666,1567031586,680,467,"predicting ETAs",1248.66,3046.16
666,1567031586,680,467,"writing ETAs to protobuf feed",363.132,365.237
667,1567031617,681,473,"loading vehicle positions",26.1862,17.236
667,1567031617,681,473,"updating vehicle information",3.01037,3.01
667,1567031617,681,473,"updating vehicle states",4109.94,10531.9
667,1567031617,681,473,"updating network state",0.532067,1.595
667,1567031617,681,473,"predicting ETAs",1351.15,3269.86
667,1567031617,681,473,"writing ETAs to protobuf feed",342.379,363.561
668,1567031645,673,475,"loading vehicle positions",29.4605,20.063
668,1567031645,673,475,"updating vehicle information",3.27726,3.274
668,1567031645,673,475,"updating vehicle states",4374.62,10717.1
668,1567031645,673,475,"updating network state",0.667643,0.94
668,1567031645,673,475,"predicting ETAs",3574.09,6024.6
668,1567031645,673,475,"writing ETAs to protobuf feed",316.648,339.1
669,1567031673,676,480,"loading vehicle positions",26.1917,16.644
669,1567031673,676,480,"updating vehicle information",3.01923,3.018
669,1567031673,676,480,"updating vehicle states",3719.3,10028.6
669,1567031673,676,480,"updating network state",0.547185,1.094
669,1567031673,676,480,"predicting ETAs",1307.53,2902.56
669,1567031673,676,480,"writing ETAs to protobuf feed",319.565,340.023
670,1567031706,674,475,"loading vehicle positions",27.4005,17.957
670,1567031706,674,475,"updating vehicle information",3.49836,3.471
670,1567031706,674,475,"updating vehicle states",3552.19,9656.44
670,1567031706,674,475,"updating network state",0.623357,0.915
670,1567031706,674,475,"predicting ETAs",1482.25,3353.8
670,1567031706,674,475,"writing ETAs to protobuf feed",314.099,336.523
671,1567031734,676,475,"loading vehicle positions",23.6198,14.382
671,1567031734,676,475,"updating vehicle information",2.89086,2.89
671,1567031734,676,475,"updating vehicle states",3593.03,10089.5
671,1567031734,676,475,"updating network state",0.559912,1.264
671,1567031734,676,475,"predicting ETAs",1262.43,3311.94
671,1567031734,676,475,"writing ETAs to protobuf feed",320.87,342.113
672,1567031765,673,477,"loading vehicle positions",25.2201,15.704
672,1567031765,673,477,"updating vehicle information",3.49943,3.498
672,1567031765,673,477,"updating vehicle states",4007.38,10118.1
672,1567031765,673,477,"updating network state",0.532718,1.285
672,1567031765,673,477,"predicting ETAs",1239.94,3074.39
672,1567031765,673,477,"writing ETAs to protobuf feed",319.839,341.471
673,1567031797,674,481,"loading vehicle positions",23.8958,14.655
673,1567031797,674,481,"updating vehicle information",3.03619,3.035
673,1567031797,674,481,"updating vehicle states",3674.07,9892
673,1567031797,674,481,"updating network state",0.83866,1.426
673,1567031797,674,481,"predicting ETAs",1158,3023.65
673,1567031797,674,481,"writing ETAs to protobuf feed",325.565,348.257
674,1567031826,664,475,"loading vehicle positions",26.4928,17.143
674,1567031826,664,475,"updating vehicle information",2.96272,2.962
674,1567031826,664,475,"updating vehicle states",3326.28,9301.49
674,1567031826,664,475,"updating network state",0.595801,1.709
674,1567031826,664,475,"predicting ETAs",1292.32,3099.67
674,1567031826,664,475,"writing ETAs to protobuf feed",331.963,352.513
675,1567031856,663,475,"loading vehicle positions",26.3646,16.993
675,1567031856,663,475,"updating vehicle information",2.96423,2.964
675,1567031856,663,475,"updating vehicle states",3758.83,10206
675,1567031856,663,475,"updating network state",0.524069,1.501
675,1567031856,663,475,"predicting ETAs",1620.28,3035.42
675,1567031856,663,475,"writing ETAs to protobuf feed",340.982,351.998
676,1567031885,660,471,"loading vehicle positions",26.5792,16.906
676,1567031885,660,471,"updating vehicle information",2.9794,2.979
676,1567031885,660,471,"updating vehicle states",3683.24,9340.66
676,1567031885,660,471,"updating network state",0.546937,1.093
676,1567031885,660,471,"predicting ETAs",1327.64,2985.76
676,1567031885,660,471,"writing ETAs to protobuf feed",345.747,355.224
677,1567031916,661,472,"loading vehicle positions",31.0527,18.978
677,1567031916,661,472,"updating vehicle information",4.35929,3.638
677,1567031916,661,472,"updating vehicle states",3937,10204.7
677,1567031916,661,472,"updating network state",0.520013,1.56
677,1567031916,661,472,"predicting ETAs",1174.84,2824.58
677,1567031916,661,472,"writing ETAs to protobuf feed",322.94,341.723
678,1567031946,660,474,"loading vehicle positions",25.632,16.396
678,1567031946,660,474,"updating vehicle information",3.45423,3.454
678,1567031946,660,474,"updating vehicle states",3374.67,9201.1
678,1567031946,660,474,"updating network state",0.661866,1.517
678,1567031946,660,474,"predicting ETAs",3415.89,5684.98
678,1567031946,660,474,"writing ETAs to protobuf feed",323.197,343.629
679,1567031977,660,473,"loading vehicle positions",24.3275,15.097
679,1567031977,660,473,"updating vehicle information",2.84614,2.846
679,1567031977,660,473,"updating vehicle states",3673.71,9876.07
679,1567031977,660,473,"updating network state",0.645907,1.855
679,1567031977,660,473,"predicting ETAs",1345.58,2898.43
679,1567031977,660,473,"writing ETAs to protobuf feed",349.025,358.741
680,1567032004,660,473,"loading vehicle positions",28.8009,19.052
680,1567032004,660,473,"updating vehicle information",3.08111,3.078
680,1567032004,660,473,"updating vehicle states",3721.87,10071.6
680,1567032004,660,473,"updating network state",0.630028,1.181
680,1567032004,660,473,"predicting ETAs",1068.4,2770.42
680,1567032004,660,473,"writing ETAs to protobuf feed",313.55,335.736
681,1567032036,662,479,"loading vehicle positions",23.7985,14.486
681,1567032036,662,479,"updating vehicle information",2.9672,2.967
681,1567032036,662,479,"updating vehicle states",3536.13,9857.03
681,1567032036,662,479,"updating network state",0.544318,1.632
681,1567032036,662,479,"predicting ETAs",1294.19,2976.63
681,1567032036,662,479,"writing ETAs to protobuf feed",323.327,335.294
682,1567032065,668,475,"loading vehicle positions",24.7348,15.287
682,1567032065,668,475,"updating vehicle information",2.90135,2.901
682,1567032065,668,475,"updating vehicle states",3725.26,9755.72
682,1567032065,668,475,"updating network state",0.520375,1.56
682,1567032065,668,475,"predicting ETAs",1386.29,3311.2
682,1567032065,668,475,"writing ETAs to protobuf feed",333.698,354.36
683,1567032096,673,471,"loading vehicle positions",26.4737,17.044
683,1567032096,673,471,"updating vehicle information",2.96579,2.965
683,1567032096,673,471,"updating vehicle states",3869.24,10270.7
683,1567032096,673,471,"updating network state",0.528841,1.059
683,1567032096,673,471,"predicting ETAs",1158.29,2920.38
683,1567032096,673,471,"writing ETAs to protobuf feed",315.948,338.256
684,1567032126,669,466,"loading vehicle positions",29.7374,20.458
684,1567032126,669,466,"updating vehicle information",3.39304,3.367
684,1567032126,669,466,"updating vehicle states",3863.17,9739.7
684,1567032126,669,466,"updating network state",0.539362,1.078
684,1567032126,669,466,"predicting ETAs",1368.34,2949.82
684,1567032126,669,466,"writing ETAs to protobuf feed",325.096,337.522
685,1567032154,667,468,"loading vehicle positions",24.7815,15.298
685,1567032154,667,468,"updating vehicle information",2.81217,2.811
685,1567032154,667,468,"updating vehicle states",3951.32,10181.4
685,1567032154,667,468,"updating network state",0.516718,1.274
685,1567032154,667,468,"predicting ETAs",1290.76,2961.25
685,1567032154,667,468,"writing ETAs to protobuf feed",314.663,336.849
686,1567032184,660,463,"loading vehicle positions",23.0078,13.542
686,1567032184,660,463,"updating vehicle information",2.92162,2.921
686,1567032184,660,463,"updating vehicle states",2748.65,7963.19
686,1567032184,660,463,"updating network state",0.456086,1.016
686,1567032184,660,463,"predicting ETAs",1085.82,2694.93
686,1567032184,660,463,"writing ETAs to protobuf feed",325.953,341.871
687,1567032216,661,462,"loading vehicle positions",22.5771,13.103
687,1567032216,661,462,"updating vehicle information",2.93548,2.935
687,1567032216,661,462,"updating vehicle states",2012.68,4743.09
687,1567032216,661,462,"updating network state",0.546316,1.58
687,1567032216,661,462,"predicting ETAs",628.018,1437.35
687,1567032216,661,462,"writing ETAs to protobuf feed",319.995,341.764
688,1567032245,662,462,"loading vehicle positions",29.9419,19.848
688,1567032245,662,462,"updating vehicle information",3.41952,3.419
688,1567032245,662,462,"updating vehicle states",3671.55,10146.8
688,1567032245,662,462,"updating network state",0.674825,1.945
688,1567032245,662,462,"predicting ETAs",4287.07,6535.85
688,1567032245,662,462,"writing ETAs to protobuf feed",315.421,335.803
689,1567032276,671,466,"loading vehicle positions",22.9635,13.687
689,1567032276,671,466,"updating vehicle information",2.97406,2.973
689,1567032276,671,466,"updating vehicle states",3307.24,9268.12
